Match_Date,Match_Day,Match_Time,Stadium,City,Home_Team,Away_Team,Stand_Type,Seat_Category,Match_Type,Weekend,Holiday,Opponent_Popularity,Weather,Rain_Probability,Demand_Level,Previous_Match_Attendance,Stadium_Capacity,Available_Seats,Booking_Time,Days_Before_Match,Base_Price,Predicted_Price
2023-09-10,Sunday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,MI,West,Standard,League,Yes,No,High,Rainy,22,High,21280,35000,2410,1-6 hours before,23,900,1300
2023-05-29,Monday,7:30 PM,Wankhede Stadium,Mumbai,MI,RR,South,Standard,League,No,No,Medium,Partly Cloudy,21,Medium,22440,33108,2534,0-1 hour before,20,900,900
2023-08-16,Wednesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,North,Standard,Final,No,No,Low,Sunny,0,Very High,26197,35000,1272,3-7 days before,3,900,2100
2023-06-17,Saturday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,MI,South,Premium,League,Yes,No,High,Rainy,40,Low,14398,41820,10669,1-3 days before,30,1800,1800
2023-08-06,Sunday,7:30 PM,Wankhede Stadium,Mumbai,MI,SRH,VIP,VIP,League,Yes,No,Medium,Cloudy,27,Medium,16832,33108,1378,0-1 hour before,5,3500,4200
2023-06-21,Wednesday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,RCB,North,Standard,League,No,No,High,Cloudy,4,High,23893,41820,4457,6-24 hours before,1,900,1600
2023-09-14,Thursday,7:30 PM,Eden Gardens,Kolkata,KKR,SRH,South,Standard,Final,No,No,Medium,Rainy,69,Medium,51549,66000,3355,7+ days before,28,900,1250
2023-09-03,Sunday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,GT,Premium,VIP,Eliminator,Yes,No,Medium,Cloudy,2,High,34035,35000,103,0-1 hour before,2,3500,8200
2023-03-27,Monday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,PBKS,South,Standard,League,No,No,Low,Cloudy,21,Very High,29400,30000,115,3-7 days before,6,900,1450
2023-09-20,Wednesday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,PBKS,Corporate Box,Corporate,League,No,No,Low,Partly Cloudy,21,Very High,53900,55000,402,1-6 hours before,2,5000,8050
2023-06-23,Friday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RR,VIP,VIP,League,No,No,Medium,Sunny,29,High,45793,50000,1463,0-1 hour before,9,3500,4200
2023-05-18,Thursday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,KKR,VIP,Corporate,League,No,No,Medium,Sunny,29,Very High,120029,132000,4341,1-3 days before,28,5000,6450
2023-06-24,Saturday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,CSK,South,Premium,League,Yes,No,High,Sunny,28,High,18892,26950,427,1-3 days before,15,1800,2800
2023-05-03,Wednesday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,DC,VIP,VIP,League,No,Yes,Low,Cloudy,7,Medium,16491,30000,2398,1-6 hours before,17,3500,3650
2023-09-09,Saturday,7:30 PM,Wankhede Stadium,Mumbai,MI,DC,Premium,Premium,League,Yes,No,Low,Sunny,27,High,18385,33108,2204,1-6 hours before,12,1800,2350
2023-05-05,Friday,3:30 PM,Eden Gardens,Kolkata,KKR,CSK,North,Premium,League,No,No,High,Cloudy,25,High,37205,66000,9009,1-3 days before,16,1800,2300
2023-04-22,Saturday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,RCB,West,Standard,League,Yes,No,High,Sunny,21,Medium,28074,41820,2333,3-7 days before,23,900,1050
2023-06-05,Monday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,KKR,VIP,VIP,League,No,Yes,Medium,Cloudy,5,Medium,19045,26950,2786,7+ days before,7,3500,4250
2023-07-24,Monday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,SRH,Corporate Box,Corporate,League,No,No,Medium,Partly Cloudy,20,High,25706,41820,1551,0-1 hour before,8,5000,6700
2023-03-29,Wednesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,PBKS,South,Economy,League,No,Yes,Low,Sunny,20,Very High,36653,50000,2657,0-1 hour before,16,500,650
2023-04-22,Saturday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,Premium,Premium,League,Yes,No,Medium,Sunny,1,Medium,22011,55000,9274,6-24 hours before,6,1800,2150
2023-07-13,Thursday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,MI,Premium,VIP,League,No,No,High,Sunny,21,Low,51208,132000,28413,6-24 hours before,11,3500,4350
2023-08-26,Saturday,7:30 PM,Eden Gardens,Kolkata,KKR,RR,North,Premium,League,Yes,No,Medium,Sunny,3,Low,28752,66000,3431,3-7 days before,30,1800,2150
2023-09-21,Thursday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,North,Economy,League,No,No,Medium,Sunny,24,Medium,24090,35000,712,1-6 hours before,13,500,550
2023-06-21,Wednesday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RR,South,Economy,League,No,No,Medium,Sunny,29,Very High,129360,132000,286,6-24 hours before,22,500,800
2023-08-16,Wednesday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,South,Standard,League,No,No,High,Cloudy,16,Very High,92309,132000,12413,1-3 days before,17,900,1300
2023-05-16,Tuesday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,KKR,Corporate Box,Corporate,League,No,Yes,Medium,Sunny,29,High,30433,41820,3389,3-7 days before,8,5000,6600
2023-06-01,Thursday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,GT,West,Economy,League,No,No,Medium,Cloudy,30,Very High,34300,35000,101,0-1 hour before,20,500,800
2023-04-23,Sunday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,RR,VIP,Corporate,League,Yes,No,Medium,Partly Cloudy,28,High,30136,35000,938,3-7 days before,9,5000,6950
2023-06-24,Saturday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,CSK,North,Premium,League,Yes,No,High,Sunny,21,Very High,53900,55000,355,0-1 hour before,23,1800,3450
2023-09-01,Friday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,KKR,North,Standard,League,No,No,Medium,Cloudy,25,Very High,35014,41820,1402,7+ days before,23,900,1150
2023-04-17,Monday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,DC,West,Standard,League,No,No,Low,Sunny,23,Medium,25640,50000,3862,1-6 hours before,26,900,800
2023-04-11,Tuesday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,SRH,South,Standard,Final,No,Yes,Medium,Partly Cloudy,3,High,28432,50000,6743,0-1 hour before,19,900,1650
2023-04-22,Saturday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,CSK,West,Economy,League,Yes,No,High,Sunny,4,Very High,40138,41820,550,0-1 hour before,30,500,850
2023-04-15,Saturday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,GT,VIP,Corporate,Eliminator,Yes,Yes,Medium,Sunny,15,Medium,12670,30000,5063,7+ days before,17,5000,7200
2023-08-11,Friday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,MI,VIP,VIP,League,No,Yes,High,Sunny,7,Medium,25242,55000,8313,1-6 hours before,29,3500,4400
2023-07-28,Friday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,MI,East,Standard,Final,No,No,High,Sunny,2,High,23384,41820,6879,0-1 hour before,28,900,1650
2023-07-12,Wednesday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,SRH,VIP,VIP,Eliminator,No,No,Medium,Cloudy,19,High,33709,50000,1407,1-3 days before,21,3500,4800
2023-03-25,Saturday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,MI,North,Standard,League,Yes,No,High,Sunny,25,High,97576,132000,2532,3-7 days before,13,900,1550
2023-04-17,Monday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RCB,South,Standard,League,No,No,High,Sunny,15,High,93320,132000,12676,6-24 hours before,4,900,1300
2023-07-10,Monday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,PBKS,VIP,VIP,League,No,No,Low,Cloudy,13,High,31090,35000,1305,1-6 hours before,22,3500,3400
2023-05-16,Tuesday,3:30 PM,Eden Gardens,Kolkata,KKR,CSK,VIP,VIP,Final,No,No,High,Sunny,11,Medium,48822,66000,5540,1-6 hours before,9,3500,6700
2023-05-26,Friday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,LSG,West,Economy,League,No,No,Low,Cloudy,4,Medium,12316,30000,6856,6-24 hours before,1,500,600
2023-07-25,Tuesday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,North,Premium,League,No,Yes,High,Sunny,18,High,35412,50000,4637,1-3 days before,23,1800,2300
2023-07-23,Sunday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,VIP,VIP,League,Yes,No,Medium,Sunny,28,High,24062,30000,657,1-6 hours before,0,3500,5900
2023-08-13,Sunday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,VIP,Corporate,Qualifier,Yes,No,Low,Sunny,5,Medium,18265,41820,4290,1-6 hours before,23,5000,6150
2023-05-20,Saturday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,CSK,Corporate Box,Corporate,Eliminator,Yes,No,High,Sunny,10,High,35127,50000,2724,0-1 hour before,25,5000,8750
2023-06-02,Friday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,SRH,Premium,Premium,Qualifier,No,Yes,Medium,Sunny,7,Medium,25787,41820,1168,3-7 days before,0,1800,3350
2023-08-13,Sunday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,SRH,West,Economy,League,Yes,No,Medium,Partly Cloudy,18,Low,65554,132000,14573,0-1 hour before,10,500,600
2023-06-24,Saturday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,Corporate Box,Corporate,League,Yes,No,High,Sunny,11,Very High,129360,132000,221,1-3 days before,28,5000,9650
2023-05-02,Tuesday,3:30 PM,Wankhede Stadium,Mumbai,MI,RR,Premium,VIP,League,No,No,Medium,Partly Cloudy,9,Medium,22280,33108,839,7+ days before,2,3500,4450
2023-09-15,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,North,Standard,League,No,No,Medium,Sunny,9,Medium,25983,35000,1810,7+ days before,24,900,900
2023-08-28,Monday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,VIP,Corporate,League,No,No,Medium,Sunny,24,Very High,32489,35000,976,0-1 hour before,15,5000,5900
2023-06-08,Thursday,3:30 PM,Eden Gardens,Kolkata,KKR,RCB,VIP,Corporate,League,No,Yes,High,Sunny,22,High,41512,66000,5280,6-24 hours before,24,5000,7250
2023-08-17,Thursday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,South,Premium,League,No,Yes,High,Cloudy,21,Low,17084,50000,11378,6-24 hours before,11,1800,2550
2023-07-18,Tuesday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,RR,East,Economy,Qualifier,No,No,Medium,Sunny,26,High,24141,41820,1535,1-3 days before,5,500,800
2023-07-02,Sunday,7:30 PM,Wankhede Stadium,Mumbai,MI,KKR,South,Premium,League,Yes,No,Medium,Cloudy,26,Medium,14379,33108,5733,1-3 days before,24,1800,2300
2023-04-10,Monday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,GT,VIP,Corporate,League,No,No,Medium,Cloudy,3,Medium,17368,41820,2555,1-3 days before,4,5000,5500
2023-08-25,Friday,7:30 PM,Eden Gardens,Kolkata,KKR,CSK,South,Premium,Final,No,Yes,High,Sunny,6,Very High,64680,66000,381,6-24 hours before,8,1800,5800
2023-04-11,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,SRH,Premium,Premium,League,No,No,Medium,Sunny,6,High,20848,33108,4176,0-1 hour before,28,1800,2150
2023-05-06,Saturday,3:30 PM,Eden Gardens,Kolkata,KKR,GT,Premium,VIP,League,Yes,No,Medium,Cloudy,5,Very High,56896,66000,3362,3-7 days before,12,3500,5950
2023-04-13,Thursday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,North,Premium,League,No,No,Medium,Sunny,4,Medium,15796,30000,4647,7+ days before,13,1800,1850
2023-04-26,Wednesday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,DC,Corporate Box,Corporate,League,No,No,Low,Cloudy,6,Medium,34013,55000,2269,1-3 days before,6,5000,4900
2023-06-27,Tuesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,CSK,Premium,Premium,Eliminator,No,Yes,High,Sunny,15,High,25479,35000,1843,6-24 hours before,26,1800,3550
2023-04-23,Sunday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,GT,North,Premium,League,Yes,No,Medium,Sunny,13,Medium,22141,30000,2286,1-3 days before,20,1800,1950
2023-04-16,Sunday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,South,Economy,League,Yes,Yes,High,Cloudy,19,Very High,32991,50000,3494,3-7 days before,25,500,800
2023-05-18,Thursday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,PBKS,VIP,Corporate,League,No,No,Low,Partly Cloudy,30,Low,64931,132000,24809,1-3 days before,29,5000,4750
2023-06-28,Wednesday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,CSK,Premium,Premium,League,No,No,High,Rainy,58,High,20996,41820,7666,0-1 hour before,0,1800,2350
2023-08-25,Friday,7:30 PM,Eden Gardens,Kolkata,KKR,RR,VIP,Corporate,League,No,No,Medium,Partly Cloudy,6,High,45979,66000,1362,3-7 days before,13,5000,5850
2023-07-06,Thursday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,RCB,VIP,VIP,League,No,No,High,Rainy,69,Low,16486,41820,4742,7+ days before,29,3500,3100
2023-06-15,Thursday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,RCB,South,Economy,League,No,Yes,High,Rainy,24,Low,12806,30000,6399,0-1 hour before,18,500,500
2023-09-03,Sunday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,DC,North,Standard,League,Yes,No,Low,Rainy,53,High,41481,50000,1245,1-6 hours before,20,900,850
2023-04-22,Saturday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,East,Economy,League,Yes,No,High,Sunny,5,Low,18678,50000,5527,1-6 hours before,12,500,650
2023-04-12,Wednesday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,PBKS,West,Economy,Qualifier,No,No,Low,Sunny,10,High,39899,55000,1606,6-24 hours before,0,500,900
2023-04-24,Monday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,CSK,VIP,VIP,League,No,No,High,Cloudy,29,Low,20076,50000,7109,3-7 days before,16,3500,3950
2023-04-23,Sunday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,West,Standard,League,Yes,Yes,Low,Cloudy,4,Medium,20742,35000,5469,6-24 hours before,22,900,1050
2023-07-29,Saturday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,DC,VIP,VIP,League,Yes,No,Low,Sunny,27,Very High,101461,132000,5725,3-7 days before,25,3500,4900
2023-05-16,Tuesday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RCB,Premium,VIP,League,No,No,High,Sunny,10,High,106081,132000,5190,3-7 days before,11,3500,4750
2023-05-06,Saturday,3:30 PM,Wankhede Stadium,Mumbai,MI,DC,Premium,Premium,League,Yes,No,Low,Cloudy,28,High,32445,33108,114,0-1 hour before,3,1800,2850
2023-05-11,Thursday,7:30 PM,Eden Gardens,Kolkata,KKR,PBKS,North,Standard,League,No,No,Low,Rainy,20,Low,27856,66000,11476,1-6 hours before,14,900,700
2023-08-15,Tuesday,3:30 PM,Eden Gardens,Kolkata,KKR,SRH,Corporate Box,Corporate,League,No,No,Medium,Sunny,8,High,64226,66000,589,7+ days before,2,5000,6900
2023-06-14,Wednesday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,LSG,South,Economy,League,No,No,Low,Partly Cloudy,13,Low,15188,41820,6937,3-7 days before,12,500,500
2023-03-29,Wednesday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,North,Premium,Eliminator,No,No,Medium,Sunny,28,High,42006,55000,2184,0-1 hour before,2,1800,3050
2023-06-03,Saturday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,KKR,VIP,VIP,League,Yes,No,Medium,Sunny,19,Low,13575,41820,11139,1-3 days before,27,3500,4000
2023-08-30,Wednesday,3:30 PM,Wankhede Stadium,Mumbai,MI,LSG,East,Economy,League,No,Yes,Low,Partly Cloudy,27,High,23766,33108,1023,1-6 hours before,23,500,600
2023-03-26,Sunday,3:30 PM,Eden Gardens,Kolkata,KKR,RR,East,Economy,League,Yes,No,Medium,Sunny,8,Medium,42576,66000,7832,6-24 hours before,22,500,550
2023-04-24,Monday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,DC,South,Standard,League,No,No,Low,Cloudy,16,High,39447,50000,2970,6-24 hours before,10,900,1100
2023-04-17,Monday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,North,Economy,League,No,No,Medium,Partly Cloudy,21,High,25007,26950,569,0-1 hour before,15,500,500
2023-07-22,Saturday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,KKR,North,Economy,League,Yes,No,Medium,Cloudy,16,High,36117,55000,7185,7+ days before,14,500,650
2023-04-27,Thursday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,MI,Premium,VIP,Eliminator,No,No,High,Cloudy,24,Medium,12823,30000,3402,7+ days before,9,3500,5650
2023-05-01,Monday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,West,Economy,League,No,No,High,Sunny,8,Low,20773,50000,6091,6-24 hours before,3,500,700
2023-07-13,Thursday,3:30 PM,Wankhede Stadium,Mumbai,MI,LSG,VIP,Corporate,League,No,No,Low,Sunny,8,Medium,13893,33108,3533,1-3 days before,6,5000,4850
2023-08-24,Thursday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,RCB,Premium,VIP,League,No,No,High,Sunny,7,Very High,30601,41820,769,0-1 hour before,18,3500,4750
2023-04-19,Wednesday,7:30 PM,Wankhede Stadium,Mumbai,MI,RR,VIP,Corporate,League,No,No,Medium,Sunny,23,High,28004,33108,1139,1-6 hours before,25,5000,5300
2023-03-25,Saturday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,KKR,VIP,Corporate,Qualifier,Yes,No,Medium,Partly Cloudy,22,Medium,69437,132000,4648,1-6 hours before,10,5000,8250
2023-09-11,Monday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,MI,West,Economy,Final,No,No,High,Partly Cloudy,5,High,46327,50000,947,1-3 days before,18,500,1050
2023-04-22,Saturday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,VIP,Corporate,Eliminator,Yes,No,Low,Cloudy,5,High,31066,35000,334,7+ days before,10,5000,9450
2023-05-29,Monday,7:30 PM,Eden Gardens,Kolkata,KKR,RR,VIP,VIP,Eliminator,No,No,Medium,Sunny,10,Very High,64680,66000,461,3-7 days before,15,3500,5950
2023-05-01,Monday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,CSK,North,Standard,League,No,No,High,Sunny,23,High,21460,30000,1043,0-1 hour before,6,900,1350
2023-06-03,Saturday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,MI,Corporate Box,Corporate,League,Yes,No,High,Cloudy,28,Medium,26583,41820,5802,6-24 hours before,9,5000,6550
2023-09-20,Wednesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RR,South,Economy,Qualifier,No,No,Medium,Cloudy,25,High,32210,50000,6925,1-3 days before,29,500,700
2023-08-05,Saturday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,RCB,North,Standard,League,Yes,No,High,Sunny,9,Low,7013,26950,2971,3-7 days before,3,900,1250
2023-07-13,Thursday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,East,Economy,League,No,No,High,Sunny,9,High,99131,132000,12670,3-7 days before,4,500,750
2023-05-14,Sunday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RCB,North,Economy,League,Yes,No,High,Sunny,11,Medium,88624,132000,8032,1-3 days before,30,500,650
2023-08-24,Thursday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,KKR,Premium,VIP,Eliminator,No,No,Medium,Sunny,24,Medium,59964,132000,17576,6-24 hours before,9,3500,4400
2023-08-11,Friday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,DC,VIP,VIP,League,No,No,Low,Sunny,10,High,42129,50000,1378,6-24 hours before,13,3500,4000
2023-04-01,Saturday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,VIP,VIP,Qualifier,Yes,No,Low,Cloudy,9,High,33044,41820,1584,3-7 days before,17,3500,5550
2023-07-03,Monday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,South,Economy,Eliminator,No,No,High,Partly Cloudy,14,High,71587,132000,8733,7+ days before,3,500,900
2023-08-16,Wednesday,7:30 PM,Wankhede Stadium,Mumbai,MI,GT,East,Economy,Qualifier,No,No,Medium,Cloudy,23,High,28167,33108,1139,3-7 days before,23,500,750
2023-09-13,Wednesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,KKR,Premium,Premium,Final,No,No,Medium,Sunny,15,High,30017,50000,1468,1-6 hours before,19,1800,3400
2023-05-27,Saturday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,MI,South,Economy,League,Yes,Yes,High,Partly Cloudy,9,Medium,23792,30000,2092,3-7 days before,8,500,800
2023-07-13,Thursday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,MI,West,Standard,Eliminator,No,No,High,Cloudy,5,High,22902,26950,486,1-3 days before,9,900,1750
2023-06-27,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,DC,South,Economy,League,No,No,Low,Sunny,0,Medium,14834,33108,3404,3-7 days before,9,500,450
2023-04-04,Tuesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,DC,Premium,VIP,League,No,No,Low,Partly Cloudy,11,High,46525,50000,430,7+ days before,16,3500,4100
2023-09-08,Friday,3:30 PM,Wankhede Stadium,Mumbai,MI,SRH,VIP,Corporate,League,No,No,Medium,Partly Cloudy,4,Medium,23342,33108,1523,1-3 days before,2,5000,6350
2023-07-23,Sunday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,LSG,VIP,Corporate,League,Yes,No,Low,Sunny,30,High,21351,26950,1906,0-1 hour before,1,5000,7350
2023-04-18,Tuesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,KKR,Premium,VIP,Qualifier,No,No,Medium,Partly Cloudy,25,Very High,49000,50000,86,1-6 hours before,23,3500,6750
2023-04-09,Sunday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,MI,South,Economy,Qualifier,Yes,Yes,High,Cloudy,26,Low,12274,41820,2590,1-3 days before,12,500,900
2023-05-15,Monday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RR,Premium,VIP,League,No,No,Medium,Cloudy,13,High,45216,50000,561,3-7 days before,0,3500,5300
2023-04-02,Sunday,3:30 PM,Wankhede Stadium,Mumbai,MI,KKR,South,Premium,League,Yes,No,Medium,Partly Cloudy,10,Medium,22910,33108,3761,7+ days before,16,1800,2300
2023-07-31,Monday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,Corporate Box,Corporate,Eliminator,No,No,Low,Sunny,20,Medium,14992,35000,1547,3-7 days before,9,5000,5850
2023-04-07,Friday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,South,Premium,League,No,Yes,Medium,Sunny,27,Very High,26411,26950,41,3-7 days before,7,1800,3400
2023-06-12,Monday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RR,Corporate Box,Corporate,League,No,No,Medium,Partly Cloudy,8,High,25806,50000,4777,1-6 hours before,10,5000,6600
2023-05-16,Tuesday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RCB,West,Economy,League,No,No,High,Rainy,77,Very High,53900,55000,349,0-1 hour before,11,500,950
2023-08-13,Sunday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,MI,Premium,Premium,League,Yes,No,High,Sunny,16,Medium,22587,41820,4176,1-6 hours before,0,1800,3200
2023-08-08,Tuesday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,KKR,South,Economy,League,No,No,Medium,Rainy,21,Medium,31390,55000,2318,1-3 days before,3,500,550
2023-05-13,Saturday,7:30 PM,Eden Gardens,Kolkata,KKR,LSG,West,Economy,League,Yes,No,Low,Cloudy,7,Medium,46267,66000,6565,3-7 days before,18,500,500
2023-04-08,Saturday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,KKR,VIP,VIP,League,Yes,Yes,Medium,Sunny,19,High,34216,55000,3166,3-7 days before,12,3500,5500
2023-04-13,Thursday,7:30 PM,Wankhede Stadium,Mumbai,MI,RCB,South,Standard,Qualifier,No,No,High,Rainy,33,Medium,17252,33108,2829,3-7 days before,9,900,1400
2023-06-01,Thursday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,RR,Corporate Box,Corporate,League,No,No,Medium,Partly Cloudy,22,Very High,31210,35000,293,1-6 hours before,26,5000,7800
2023-08-13,Sunday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,GT,East,Standard,Final,Yes,Yes,Medium,Cloudy,20,High,34178,35000,47,0-1 hour before,8,900,2500
2023-04-15,Saturday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,KKR,VIP,Corporate,League,Yes,No,Medium,Partly Cloudy,12,Medium,20482,41820,3899,7+ days before,13,5000,6250
2023-08-10,Thursday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,VIP,Corporate,Final,No,No,High,Partly Cloudy,25,High,80291,132000,3080,7+ days before,26,5000,10150
2023-04-21,Friday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,CSK,Premium,Premium,League,No,No,High,Cloudy,18,High,26348,41820,5973,1-3 days before,23,1800,2400
2023-03-28,Tuesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,SRH,North,Premium,Final,No,No,Medium,Rainy,42,Medium,19524,35000,4107,6-24 hours before,8,1800,3100
2023-04-25,Tuesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,CSK,South,Premium,Eliminator,No,No,High,Sunny,0,Medium,29328,50000,8021,1-3 days before,20,1800,2550
2023-04-08,Saturday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,PBKS,VIP,Corporate,Final,Yes,No,Low,Sunny,8,High,22332,35000,4486,1-6 hours before,7,5000,10800
